gen	nevals	avg    	std    	min    	max    
0  	16    	2301.02	654.525	1945.13	4112.6 
1  	16    	2403.73	913.504	1451.74	4830.92
2  	16    	1906.3 	134.379	1563.45	1972.98
3  	16    	2072.74	784.545	848.365	4718.56
4  	16    	2372.85	867.124	1589.78	4786.05
5  	16    	1893.16	448.681	1245.33	2698.08
6  	16    	1924.12	554.506	814.558	2572.97
7  	16    	2147.79	920.787	800.595	3953.48
8  	16    	1483.67	463.762	695.125	2421.87
9  	16    	1385.26	625.049	634.649	2386.66
10 	16    	1320.8 	649.902	643.774	2385.57
11 	16    	1484.57	742.916	645.52 	2890.61
12 	16    	961.886	439.472	614.397	2485.36
13 	16    	952.792	432.612	562.444	2385.57
14 	16    	902.767	510.708	576.518	2745.92
15 	16    	793.094	259.969	527.569	1544.06
16 	16    	913.665	649.94 	537.136	3273.8 
17 	16    	1081.87	543.997	502.911	1996.15
18 	16    	603.946	82.5964	518.179	882.076
19 	16    	602.495	151.501	464.442	995.429
20 	16    	693.01 	393.514	453.792	1940.51
21 	16    	662.2  	245.117	462.638	1323.87
22 	16    	647.728	370.223	434.928	1952.3 
23 	16    	652.768	400.892	439.766	2068.32
24 	16    	796.614	514.709	429.855	2411.05
25 	16    	661.753	540.696	431.837	2385.57
26 	16    	822.601	688.909	448.735	2629.37
27 	16    	726.442	498.265	450.882	2111.19
28 	16    	760.972	494.066	445.331	2194.93
29 	16    	862.444	651.063	447.932	2446.23
30 	16    	685.237	360.657	457.398	1780.35
31 	16    	790.551	470.652	439.859	2427.46
32 	16    	887.269	722.195	446.642	2491.96
33 	16    	568.067	162.419	436.792	905.261
34 	16    	643.179	407.779	417.414	1955.34
35 	16    	828.029	642.958	440.876	2521.75
36 	16    	616.65 	391.892	422.594	2074.73
37 	16    	1088.43	701.964	449.169	2590.68
38 	16    	486.335	110.375	424.274	900.178
39 	16    	473.367	65.3033	432.138	715.048
40 	16    	463.607	33.1878	424.198	529.243
41 	16    	530.341	268.051	417.356	1559.69
42 	16    	523.157	191.814	421.029	1233.63
43 	16    	755.861	801.716	410.61 	3494.83
44 	16    	645.4  	505.751	421.609	2188.72
45 	16    	769.723	586.522	420.898	2553.32
46 	16    	633.941	397.3  	422.473	1891.83
47 	16    	536.485	337.117	413.686	1839.56
48 	16    	662.477	536.721	421.625	2455.99
49 	16    	530.657	318.638	427.42 	1762.64
50 	16    	502.572	157.972	416.044	1066.93
51 	16    	701.292	451.865	430.148	2129.86
52 	16    	560.292	329.895	415.033	1783.69
53 	16    	830.831	735.716	428.152	2615.49
54 	16    	624.943	371.118	417.807	1618.87
55 	16    	527.258	127.619	424.81 	828.765
56 	16    	460.455	49.1618	415.517	602.472
57 	16    	451.525	24.8271	423.79 	493.369
58 	16    	654.968	566.858	415.37 	2497.55
59 	16    	457.143	41.0727	420.257	586.248
60 	16    	449.916	26.1387	413.137	514.634
61 	16    	669.972	453.99 	418.687	2145.18
62 	16    	446.716	24.2512	415.399	497.005
63 	16    	529.681	200.728	419.204	1233.92
64 	16    	461.87 	44.3684	422.845	611.565
65 	16    	481.976	124.965	421.178	961.911
66 	16    	695.278	463.486	426.355	1799.8 
67 	16    	531.306	233.141	409.063	1413.41
68 	16    	487.463	67.9915	423.329	645.047
69 	16    	481.644	45.3994	422.693	613.798
70 	16    	630.755	331.017	421.299	1752.32
71 	16    	516.929	144.405	419.149	1007.74
72 	16    	487.799	135.386	414.465	990.283
73 	16    	746.734	588.951	411.75 	2344.3 
74 	16    	452.672	24.896 	421.075	508.657
75 	16    	458.01 	27.8011	424.548	525.318
76 	16    	623.713	307.017	417.208	1578.95
77 	16    	732.491	634.451	421.515	2488.65
78 	16    	597.437	303.287	418.746	1585.6 
79 	16    	563.133	221.965	422.035	1290.83
80 	16    	487.923	90.5561	423.908	754.735
81 	16    	739.606	509.97 	425.748	2037.1 
82 	16    	524.269	148.283	425.84 	1018.99
83 	16    	583.788	354.813	436.14 	1913.85
84 	16    	600.147	282.81 	430.778	1432.99
85 	16    	595.165	308.277	437.19 	1609.79
86 	16    	695.733	453.703	433.309	1963.82
87 	16    	575.144	369.8  	417    	1972.98
88 	16    	480.399	140.885	427.298	1022.1 
89 	16    	479.952	111.376	416.681	880.362
90 	16    	573.088	177.247	422.033	982.336
91 	16    	627.097	402.592	413.634	1785.65
92 	16    	455.153	41.159 	415.291	596.592
93 	16    	620.41 	393.975	421.458	1744.9 
94 	16    	440.841	20.0003	412.236	499.778
95 	16    	487.716	106.119	423.31 	854.855
96 	16    	472.631	69.8332	414.687	701.556
97 	16    	477.226	128.929	426.648	974.036
98 	16    	448.143	19.1178	424.335	490.754
99 	16    	458.926	45.4793	414.298	598.577
